text,label,
Kampanya liste detayı grafiğinde Sonuç kodu girilmedi olarak tanımlanmış kontaklar başarılı gösterilmektedir.,ui,
Sonuç kodu girilmedi olarak tanımlanmış kontaklar MT tarafından sonlandırıldı tablosunda gösterilmektedir.,ui,
Sebep kodu doğru gelmektedir.,none,
Son 10 dk.,none,
içerisinde başlayan çağrılar tablosunda Sonuç kodu girilmedi olarak tanımlanmış kontaklar gösterilmektedir.,ui,
Sonuç kodu girilmedi kodu ilgili raporlarda doğru şekilde gösterilmektedir.,ui,
SPV ekranında Sonuç kodu girilmedi tanımlanmış kontakları gösteren ekran tasarımdaki gibi yer almaktadır.,ui,
Eksik sonuç kodu statüsü ilgili tüm raporlara yansımaktadır.,ui,
"Info button, modal ve uyarılar eksiksiz ve doğrudur.",ui,
"Yerleşim, akış ve stil tasarım ile uyumludur.",ui,
Çeviriler eksiksiz ve doğrudur.,current,
"Çeviri
Türkçe
İngilizce
Sonuç kodu girilmemiş çağrılar
Calls with no finish code
Sonuç Kodu Girilmedi
Finish code missing
Tanımlama Süresi (dk)
Entry Duration (min)
Kalan Süre
Time Remaining
Eksik sonuç kodunu girmeniz için kalan süredir.",current,
"Gerekli sonuç kodunu belirtilen sürede girmezseniz, kontak kaydı sonuç kodu girilmedi olarak veya önceden tanımlanmış bir sonuç kaydı verilerek kapatılacaktır.",functional,
Time remaining to enter the missing finish code.,current,
"If you do not enter the required finish code within the specified time, the contact will be completed with Finish code missing, as no result code has been entered.",current,
Alternatively you can set an existing campaign finish code to be automatically applied if there is no entry after the entry duration.,case,
"Kampanya sonuç kodlarından birini gir
Enter a campaign finish code
Tanımlama süresi içinde sonuç kodu girilmezse kampanyada oluşturulmuş sonuç kodlarından biri kontağa otomatik olarak tanımlanmak için seçilebilir.",scenario,
"If the finish code is not entered within the entry duration, one of the existing campaign finish codes can be selected to be automatically defined to the contact.",scenario,
"Tanımlanacak sonuç kodu
Finishcode to be defined
Tanımlama süresi içerisinde MT sonuç kodu girmezse seçilen sonuç kodu otomatik olarak tanımlanır
If no finish code is entered within the entry duration, the campaign finish code selected in this field will be applied to the contact.",scenario,
"Eksik Sonuç Kodu
Missing finish code
Eksik Sonuç Kodları
Missing finish codes
Arama kurallarında gerekli tanımlamayı yapmayı unutmayın.",scenario,
Please check dialing rules for necessary changes.,scenario,
Müşteri temsilcisinin sonuç kodu girmediği veya kampanyada scripter kullanılmadığı durumlarda otomatik bu sonuç kodu kullanılır.,current,
When this option is selected agent_answered is used as an automatic code if the agent forgets to enter a finish codes or no scripter is used in the campaign.,current,
"Agent_answered olarak kullanıma devam et
Keep agent_answered as the finish code
Sonuç kodunu sonra tanımla
Set finish code later
Sonuç kodu gir
Enter finish code
Müşteri temsilcilerinin belirlenen süre içinde sonuç kodlarını tekrar tanımlayabilmelerine imkan tanır.",current,
Müşteri temsilcisi ekranında eksik sonuç kodları sekmesinde girişler yapılır.,ui,
It allows the agents to enter the finish codes within the specified time.,current,
"In the agent screen, entries are made in the missing finish codes tab.",current,
Kullanıcının kaç dakika içinde tekrar sonuç kodunu girebileceğini tanımlayın.,functional,
Define in how many minutes the user can enter the finish code.,functional,
"Eksik Sonuç Kodu Yönetimi
Missing Finish Codes Management
Eksik Sonuç Kodu Yönetimi alanında sonuç kodu girilmemiş kampanya çağrılarının verilerinin nasıl yönetileceğini belirlersiniz.",functional,
"In the missing finish codes management field, you select the best option that suits you to handle the campaign calls that have no finish codes.",current,
"""""""",none,
"İş Tanımı & Gereklilikler
BI Raporları kapsamında AI kullanımı ile belirli ses kayıtlarının transcripte çevrilip sonrasında analizlerinin yapılarak platformda servis edildiği Interaction Intelligence Report geliştirmesi için açılan tasktır.",purpose,
Rapor t-1 saat mantığında güncellenecektir.,criteria,
İlk etapta sadece Ses kanalı analize tabi olacaktır.,criteria,
Rapor tüm çağrılar için geçerli olacaktır.,scope,
"Rapor alanları
Filtre Alanı
Raporda Tarih, Kanal ve de Kuyruk filtresi yer alacaktır.",functional,
Tarih: Açılan menüden başlangıç ve bitiş tarihleri seçimi yapılacaktır.,functional,
Picker tarzındadır.,functional,
Default olarak bir gün öncesinin verileri yüklenecektir.,functional,
Maksimum 31 günlük tarih periyodunda rapor çalışacaktır.,scope,
Kanal: Chat ve Ses kanalının seçildiği dropdown multi-select filtredir.,functional,
İlk etapta sadece Ses kanalı olacaktır.,scope,
Kuyruk: Multi-select yapıda tüm kuyruklar listelenecektir.,functional,
Default olarak tüm kuyruklar yüklenecektir.,functional,
"Export
Veri indirimi sırasında csv dosyada ilk olarak konuların sayısal ve yüzdesel dağılımı verilecektir.",functional,
"Alt tablolarda sırasıyla keywordlerin adetsel dağılımı, sentiment ve çözüm yüzdeleri verilecektir.",functional,
Son olarak daha alt tablolarda günlük sentiment ve konu dağılımları tablosal olarak gösterilecektir.,functional,
İndirilen verinin kapsamı seçilen filtrelere göre gerçekleşecektir.,scope,
İlk fazda pdf çıktı verilecektir.,scope,
"Summary
Calls: Seçili filtre aralığında olan çağrı adedi kutuda gösterilecektir.",overview,
İleride chat de eklenecektir.,overview,
Interaction Category Count: Seçili filtre aralığında olan çağrılarda geçen kategorilerin adedi kutuda gösterilecektir.,overview,
Solution Provided Yes Oranı chat adedi yerine 3. kutu olarak kullanılacaktır.,overview,
"Interaction Categories Tablosu
Seçili tarih aralığında çağrılardaki (ileride chat de eklenecek) kategorilerin sayısal ve yüzdesel dağılımı bu tabloda gösterilecektir.",overview,
"#: Satır sırası
Category Name: Kategorinin ismi
Call Count: Kategorinin geçtiği çağrı adedi
Chat Count: Kategorinin geçtiği chat adedi, ileride eklenecektir.",overview,
"% of Total Interactions: Kategorinin geçtiği çağrı adedi + Kategorinin geçtiği chat adedi / Toplam chat ve çağrı adedi (Chat gelene kadar sadece çağrı adedi kullanılacaktır)
Interaction Categories (Chart View)
Seçili tarih aralığında çağrılardaki (ileride chat de eklenecek) kategorilerin yüzdesel dağılımı pie chart grafikte gösterilip, altta sıralanacaktır.",overview,
"Sadece ilk 20 adet subcategory sunulacaktır, diğerleri others alanı içinde kalacaktır.",scope,
"Top Interaction Categories
Seçili tarih aralığındaki çağrılardaki (ileride chat de eklenecek) kategorilerin, seçili tarih aralığında zamana yayılı şekilde time series formatında grafikte gösterilecek alandır.",overview,
Grafikler aşağıdaki kırılım ve alt filtrelere göre şekillenecektir.,overview,
Kırılım 1: All / Çağrı / Chat (ileride eklenecektir) Default All seçili gelecektir.,case,
Kırılım 2: Daily / Hourly Default Daily seçili gelecektir.,case,
Filtre: Kategoriler multi-select mantıkta seçilerek filtrelenir.,case,
Default tüm kategoriler yüklenecektir.,functional,
Category ve subcategoryler ayrı filtrelenecektir.,functional,
Araştırılacak.,none,
"Category Cloud
Seçili tarih aralığındaki çağrılardaki (ileride chat eklenecek) tespit edilen sub-category sayılarına göre boyutu ayarlanarak gösterildiği grafik olacaktır.",ui,
Adedi çok olan alt kategorinin kapladığı alan daha büyük olacaktır.,ui,
"İleride chat de eklendiğinde Tümü, Çağrı ve Chat butonlarıyla grafik filtreye göre çalıştırılabilecektir.",functional,
"Agent Customer kırılımı gereksiz olmuştur, eklenmeyecek.",overview,
"Sentiment Chat Analysis
Seçili tarih aralığındaki çağrılardaki (ileride chat eklenecek) tespit edilen duygu durumlarının yüzdesel dağılımının pie chart grafikte gösterimidir.",ui,
"Duygu durumları Positive, Negative, Neutral ve Not Determined’dır.",case,
"Solution Provided
Seçili tarih aralığındaki çağrılardaki (ileride chat eklenecek) tespit edilen çözüm durumlarının yüzdesel dağılımının pie chart grafikte gösterimidir.",ui,
"Çözüm seçenekleri Yes, No ve No Determined’dır.",case,
"Sentiment Distribution
Seçili tarih aralığındaki çağrılardaki (ileride chat de eklenecek) duygu durumlarının ve aynı periyottaki çağrı adetlerinin (ileride chat de eklenecektir), seçili tarih aralığında zamana yayılı şekilde time series formatında grafikte gösterilecek alandır.",ui,
Grafikler aşağıdaki kırılım ve alt filtrelere göre şekillenecektir.,case,
Kırılım 1: All / Çağrı / Chat (ileride eklenecektir) Default All seçili gelecektir.,case,
Kırılım 2: Daily / Hourly Default Daily seçili gelecektir.,case,
"FAZ II Bu taskın kapsamı dışında kalan geliştirmeler
Chat kanalı
Insights
Insights: 3 kısımdan oluşmaktadır.",case,
"Key Insights, Critical Findings ve Urgent Attention Required.",nonfunctional,
Key Insights: Model seçilen zaman dilimi içinde verileri inceleyip önemli bulduğu iç görüleri yakalayıp bu alanda gösterecektir.,functional,
"Seçili zaman diliminde göze çarpan keyword, duygu durumu, arama sayısı, kategori ve çözüm değişimlerini metinsel olarak burada ifade edecektir.",functional,
Critical Findings: Model seçilen zaman dilimi içinde verileri inceleyip kritik bulguları yakalayıp bu alanda gösterecektir.,functional,
Seçili zaman diliminde konu değişimlerini ve olası etkilerini burada yansıtacaktır.,functional,
Urgent Attention Required: Model seçilen zaman dilimi içinde verileri inceleyip acil çözüm üretilmesi gereken noktaları yakalayıp bu alanda gösterecektir.,functional,
"Seçili zaman diliminde öne çıkan problem kaynağı kategorileri, çözüm sayısındaki azalış, negatif duygu durumu değişiklikleri ve artan negatif keywordleri tespit edip, neden sonuç ilişkisi kurarak kullanıcıya sunacaktır.",functional,
"Category
İlk fazda sadece AI seçimi ile ilerlenecek.",scope,
Faz II’de hybrid bir yapı oluşturulacak.,scope,
Bunun için platforma kategori tanımlarının vocabulary tarzında eklendiği alanlar oluşturulacak.,functional,
"Solution Provided
İlk fazda sadece AI prompt üzerinden ilerlenecek, Faz II’de Tunahan'ın geliştirdiği abstract yapı sürece dahil edilecektir.",scope,
Sonuçlar tenant diline göre çıktı üretecektir.,criteria,
Rapor müşteri özelinde açılacaktır.,criteria,
"Kullanıcı Etkileşimi & Tasarım
Tasarım linki: https://xd.adobe.com/view/023853hvwi29y43293d
TEST CASES
STATU
SS
Tarih kısmı default boş seçildiğinde hata dönmemektedir
OK
API response süresi ortalama bir yanıt süresinde dönmektedir
ORT : 5-6 sn
Bir ve birden fazla kuyruk seçiminde yanıt başarılı bir şekilde dönmektedir
OK
Tarih aralığı 1 aydan uzun seçilememektedir
OK
Kuyruk key seçilmediğinde Default olarak hepsi gelmektedir
OK
starttime ve finishtime aralıklarında veriler doğru gelmektedir.",criteria,
"OK
Sentiment Table için BQ ve API responseları uyuşmaktadır
OK
Aynı Gün içerisinde verisi bulunmayan Sentiment durumu sayısı 0 dönmektedir ve BQ e yansımaktadır.",criteria,
"OK
Solution ratio değerleri yansımaktadır
OK
Sentiment ratio değerleri yansımaktadır
OK
Subcategory değerleri ve sayıları yansımaktadır
OK
Maincategory değerleri ve sayıları yansımaktadır
OK
Sentiment Call Analysis Duygu durumları Positive, Negative, Neutral ve Not Determined olarak yansımaktadır.",criteria,
"OK
Total çağrı sayıları Api den dönmektedir
OK
Category Cloud için subcategory ve call_count dataları API den dönmektedir
OK
Raporun ürettiği sonuçlar filtrelenen veri seti ile uyumludur.",criteria,
Summary kısmında Calls adedi doğrudur.,overview,
Summary kısmında Solution Provided Yes oranı doğrudur.,overview,
Summary kısmında Interaction Category Count doğrudur.,overview,
Category tablosunda category adetleri ve oran bilgileri doğrudur.,overview,
Interaction Category Count pie chart'ında ilk yirmi category ve others verilmektedir.,overview,
Interaction Category Count pie chart'ında veriler doğrudur.,overview,
Interaction Category Count pie chart'ında gösterim doğrudur.,overview,
Top interaction categoriesde category filtresi sağlıklı çalışmaktadır.,overview,
Top interaction categories alanında Sub-categories filtresinde sadece category filtresinde seçilen bir veya birden fazla categorylere bağlı olan sub-categoryler görünmektedir.,overview,
Top interaction categories verileri doğrudur.,overview,
Top interaction categories gösterimi doğrudur.,overview,
Category cloud veri doğrudur.,overview,
"Category cloud gösterim doğrudur
Sentiment Analysis chart veri doğrudur.",overview,
Sentiment Analysis chart gösterim doğrudur.,overview,
Solution Provided verisi doğrudur.,overview,
Solution Provided gösterim doğrudur.,overview,
Sentiment Distribution verisi doğrudur.,overview,
Sentiment Distribution gösterimi doğrudur.,overview,
"Grafiklerde belirli günlerde 0 gelen verilere ait gösterim doğru yansımaktadır, grafikte 0’da görüntülenmektedir.",overview,
"Pie chartlarda totalde 0, gelen verilere ait gösterim doğru yansımaktadır, parametre karşılığı 0 olarak görüntülenmektedir.",overview,
Analizi yapılan verinin ses kaydı dinlendiğinde analiz başlıklarında sunulan sonuçların doğru olduğu tespit edilmiştir.,overview,
Tablo üzerinden 5 random kayıt incelenmiştir.,overview,
"Analizi yapılan verinin ses kaydı dinlendiğinde, transcript ile çok büyük ölçüde uyumlu olduğu tespit edilmiştir.",overview,
Analizi yapılan verinin transcripti okunduğunda analiz başlıklarında sunulan sonuçların doğru olduğu tespit edilmiştir.,overview,
Tablo üzerinden 5 random kayıt incelenmiştir.,overview,
Rapor görüntülendiği alanda pdf çıktı üretebilmektedir export butonuyla.,overview,
Kuyruk bazında filtreleme sonuçları doğru gelmektedir.,overview,
Birden fazla kuyruk seçildiğinde sonuçlar doğru gelmektedir.,overview,
Tüm kuyruklar için sonuçlar doğru gelmektedir.,overview,
"TALEP
Merhaba,
Müşterimiz Memnuniyet Anket Raporunu daha kolay kullanabilmek için bazı filtreler istemektedir.",scenario,
Benzer bir talep daha önce Confluence içerisinde Farmazon için girilmiş ama Jira'ya taşınmadığı için yarım kalmış.,scenario,
"https://xyz.atlassian.net/wiki/spaces/AC/pages/2342324/Memnuniyet+Anketi+Raporuna+Kuyruk+Filtresi+Eklenmesi+-+Farmazon
Eklenmesi İstenen Filtreler:Kuyruk AdıLokasyonTakım
İyi çalışmalar.",scenario,
"User Story
Operasyon yöneticisi olarak memnuniyet anketi raporunu kullanırken farklı kırılımlara göre veriyi filtreyebilmek istiyorum.",case,
"Böylelikle memnuniyet anketi sonuçlarını operasyonumdaki farklı birim, ekip ve departmanlara göre analiz edebilirim.",case,
"Definition and Requirements
Raporlama > Memnuniyet anketi raporu Big Query tabanlı çalışıp çalışmadığı tespit edilecektir.",scope,
Big Query tabanlı çalışmıyorsa bu rapor Big Query’ye taşınmalıdır.,functional,
Ayrıca aşağıdaki kırılımlarda filtreler eklenecektir.,functional,
Kuyruk: Check Box Select.,none,
Tenanttaki kuyruklar kullanıcı seçimi için listelenecektir.,ui,
Kullanıcı birden fazla kuyruk seçebilir.,functional,
Tümü seçeneğini tıkladığında tüm kuyrukları raporlayabilir.,functional,
